Date,Expiry,Strike,Type,Symbol,Open,High,Low,Close,Volume,OI,Change in OI,Underlying Value
26-Feb-2026,30-Mar-2026,277.5,CE,CROMPTON,3.41,3.44,3.41,3.44,3600,16200,1800,262.5
26-Feb-2026,30-Mar-2026,282.5,CE,CROMPTON,0,0,0,2.53,0,21600,0,262.5
26-Feb-2026,30-Mar-2026,315.0,CE,CROMPTON,0,0,0,0.7,0,1800,0,262.5
26-Feb-2026,30-Mar-2026,287.5,CE,CROMPTON,0,0,0,0.3,0,0,0,262.5
26-Feb-2026,30-Mar-2026,300.0,CE,CROMPTON,0.8,0.83,0.55,0.64,700200,1002600,-156600,262.5
26-Feb-2026,30-Mar-2026,295.0,CE,CROMPTON,0.69,1.08,0.69,0.94,18000,140400,-10800,262.5
26-Feb-2026,30-Mar-2026,280.0,CE,CROMPTON,3.37,3.4,2.37,2.68,252000,451800,3600,262.5
26-Feb-2026,30-Mar-2026,285.0,CE,CROMPTON,2.3,2.5,1.56,1.77,759600,597600,369000,262.5
26-Feb-2026,30-Mar-2026,290.0,CE,CROMPTON,1.7,1.7,1.04,1.17,304200,1204200,-32400,262.5
26-Feb-2026,30-Mar-2026,305.0,CE,CROMPTON,0.57,0.57,0.57,0.57,1800,185400,0,262.5
26-Feb-2026,30-Mar-2026,210.0,PE,CROMPTON,0,0,0,5.31,0,5400,0,262.5
26-Feb-2026,30-Mar-2026,242.5,PE,CROMPTON,0,0,0,22.7,0,0,0,262.5
26-Feb-2026,30-Mar-2026,200.0,PE,CROMPTON,0,0,0,0.33,0,28800,0,262.5
26-Feb-2026,30-Mar-2026,245.0,PE,CROMPTON,2.25,2.41,2.1,2.1,25200,131400,-9000,262.5
26-Feb-2026,30-Mar-2026,232.5,PE,CROMPTON,0,0,0,1.19,0,9000,0,262.5
26-Feb-2026,30-Mar-2026,247.5,PE,CROMPTON,0,0,0,26.5,0,0,0,262.5
26-Feb-2026,30-Mar-2026,220.0,PE,CROMPTON,0,0,0,0.5,0,55800,0,262.5
26-Feb-2026,30-Mar-2026,227.5,PE,CROMPTON,0,0,0,1.85,0,3600,0,262.5
26-Feb-2026,30-Mar-2026,205.0,PE,CROMPTON,0,0,0,3,0,5400,0,262.5
26-Feb-2026,30-Mar-2026,212.5,PE,CROMPTON,0,0,0,6.02,0,9000,0,262.5
26-Feb-2026,30-Mar-2026,240.0,PE,CROMPTON,1.55,1.66,1.33,1.4,109800,383400,12600,262.5
26-Feb-2026,30-Mar-2026,230.0,PE,CROMPTON,0.6,0.76,0.6,0.76,10800,169200,3600,262.5
26-Feb-2026,30-Mar-2026,235.0,PE,CROMPTON,1,1,1,1,1800,1800,1800,262.5
26-Feb-2026,30-Mar-2026,207.5,PE,CROMPTON,0,0,0,3.46,0,5400,0,262.5
26-Feb-2026,30-Mar-2026,225.0,PE,CROMPTON,0,0,0,4,0,0,0,262.5
26-Feb-2026,30-Mar-2026,237.5,PE,CROMPTON,0,0,0,19.1,0,0,0,262.5
26-Feb-2026,30-Mar-2026,215.0,PE,CROMPTON,0,0,0,5.19,0,3600,0,262.5
26-Feb-2026,30-Mar-2026,5500.0,CE,CUMMINSIND,22.25,22.7,17.35,20,17400,21600,3000,4962.8
26-Feb-2026,30-Mar-2026,5300.0,CE,CUMMINSIND,45.5,50,39,46.55,22600,35600,0,4962.8
26-Feb-2026,30-Mar-2026,5600.0,CE,CUMMINSIND,13.3,14.35,11.25,13.65,11200,18800,2000,4962.8
26-Feb-2026,30-Mar-2026,5250.0,CE,CUMMINSIND,50.6,58.4,47.9,57,10200,41400,800,4962.8
26-Feb-2026,30-Mar-2026,5400.0,CE,CUMMINSIND,30.05,33,24.85,30.85,32000,46800,3400,4962.8
26-Feb-2026,30-Mar-2026,5350.0,CE,CUMMINSIND,0,0,0,5.6,0,0,0,4962.8
26-Feb-2026,30-Mar-2026,4100.0,PE,CUMMINSIND,6,6,5,5,1600,8600,1600,4962.8
26-Feb-2026,30-Mar-2026,4200.0,PE,CUMMINSIND,7.8,7.8,6,6.25,2400,10200,-200,4962.8
26-Feb-2026,30-Mar-2026,3500.0,PE,CUMMINSIND,0,0,0,2.6,0,600,0,4962.8
26-Feb-2026,30-Mar-2026,4300.0,PE,CUMMINSIND,11.6,12,9,9.6,3000,22600,-200,4962.8
26-Feb-2026,30-Mar-2026,3300.0,PE,CUMMINSIND,0,0,0,1,0,600,0,4962.8
26-Feb-2026,30-Mar-2026,4600.0,PE,CUMMINSIND,36,41.5,29.7,30.3,15000,43200,5600,4962.8
26-Feb-2026,30-Mar-2026,4700.0,PE,CUMMINSIND,60.3,62.1,44.35,46.45,26000,37600,600,4962.8
26-Feb-2026,30-Mar-2026,4450.0,PE,CUMMINSIND,18,19,16.25,16.25,1000,3000,-600,4962.8
26-Feb-2026,30-Mar-2026,4550.0,PE,CUMMINSIND,29,32.25,24,24.05,1400,9200,0,4962.8
26-Feb-2026,30-Mar-2026,4250.0,PE,CUMMINSIND,7,7,7,7,200,1000,200,4962.8
26-Feb-2026,30-Mar-2026,4000.0,PE,CUMMINSIND,5.8,5.8,3.2,4.35,21200,26400,1600,4962.8
26-Feb-2026,30-Mar-2026,4650.0,PE,CUMMINSIND,49,51.45,36.65,37.9,36800,51600,6400,4962.8
26-Feb-2026,30-Mar-2026,3900.0,PE,CUMMINSIND,0,0,0,5.05,0,1600,0,4962.8
26-Feb-2026,30-Mar-2026,3750.0,PE,CUMMINSIND,0,0,0,4.7,0,3000,0,4962.8
26-Feb-2026,30-Mar-2026,4500.0,PE,CUMMINSIND,24.4,27,18.7,19.6,34800,76200,9200,4962.8
26-Feb-2026,30-Mar-2026,3950.0,PE,CUMMINSIND,0,0,0,56,0,400,0,4962.8
26-Feb-2026,30-Mar-2026,3800.0,PE,CUMMINSIND,2,2.5,2,2,3000,10400,200,4962.8
26-Feb-2026,30-Mar-2026,4400.0,PE,CUMMINSIND,18.3,18.3,12.6,12.9,9400,33400,2800,4962.8
26-Feb-2026,30-Mar-2026,580.0,CE,DABUR,0.75,0.75,0.45,0.7,868750,738750,631250,524.45
26-Feb-2026,30-Mar-2026,555.0,CE,DABUR,2.75,3.25,2.35,3.15,111250,108750,61250,524.45
26-Feb-2026,30-Mar-2026,590.0,CE,DABUR,0.5,0.5,0.3,0.45,270000,233750,133750,524.45
26-Feb-2026,30-Mar-2026,570.0,CE,DABUR,1.3,1.35,0.95,1.3,62500,133750,23750,524.45
26-Feb-2026,30-Mar-2026,565.0,CE,DABUR,1.5,1.75,1.2,1.75,18750,28750,11250,524.45
26-Feb-2026,30-Mar-2026,560.0,CE,DABUR,2.1,2.45,1.65,2.4,277500,381250,62500,524.45
26-Feb-2026,30-Mar-2026,470.0,PE,DABUR,0.85,1,0.7,0.7,45000,113750,1250,524.45
26-Feb-2026,30-Mar-2026,465.0,PE,DABUR,0,0,0,0.85,0,16250,0,524.45
26-Feb-2026,30-Mar-2026,480.0,PE,DABUR,1.35,1.55,1.05,1.1,87500,341250,-23750,524.45
26-Feb-2026,30-Mar-2026,460.0,PE,DABUR,0.6,0.6,0.4,0.4,192500,206250,167500,524.45
26-Feb-2026,30-Mar-2026,485.0,PE,DABUR,1.7,1.8,1.4,1.4,13750,40000,0,524.45
26-Feb-2026,30-Mar-2026,440.0,PE,DABUR,0,0,0,0.55,0,5000,0,524.45
26-Feb-2026,30-Mar-2026,475.0,PE,DABUR,1.15,1.25,0.85,0.85,8750,106250,-2500,524.45
26-Feb-2026,30-Mar-2026,495.0,PE,DABUR,3.05,3.5,2.35,2.45,55000,52500,-1250,524.45
26-Feb-2026,30-Mar-2026,455.0,PE,DABUR,0,0,0,0.9,0,25000,0,524.45
26-Feb-2026,30-Mar-2026,490.0,PE,DABUR,2.25,2.6,1.75,1.85,150000,172500,-38750,524.45
26-Feb-2026,30-Mar-2026,450.0,PE,DABUR,0.35,0.45,0.35,0.35,62500,221250,33750,524.45
26-Feb-2026,30-Mar-2026,2400.0,CE,DALBHARAT,3.1,3.3,2.5,2.5,11375,52000,4875,2061.1
26-Feb-2026,30-Mar-2026,2180.0,CE,DALBHARAT,0,0,0,79.8,0,0,0,2061.1
26-Feb-2026,30-Mar-2026,2360.0,CE,DALBHARAT,0,0,0,17.7,0,2275,0,2061.1
26-Feb-2026,30-Mar-2026,2240.0,CE,DALBHARAT,14.5,14.95,11.9,14.55,25025,21775,20150,2061.1
26-Feb-2026,30-Mar-2026,2200.0,CE,DALBHARAT,20.05,25.1,17.25,21.4,56225,80275,1950,2061.1
26-Feb-2026,30-Mar-2026,2340.0,CE,DALBHARAT,0,0,0,11,0,2275,0,2061.1
26-Feb-2026,30-Mar-2026,2380.0,CE,DALBHARAT,0,0,0,15.65,0,1300,0,2061.1
26-Feb-2026,30-Mar-2026,2280.0,CE,DALBHARAT,9.9,11.8,8.3,10.25,58500,79625,26650,2061.1
26-Feb-2026,30-Mar-2026,2220.0,CE,DALBHARAT,19.45,19.45,14.6,17.8,16575,18200,8775,2061.1
26-Feb-2026,30-Mar-2026,2260.0,CE,DALBHARAT,12.85,12.85,12.85,12.85,325,325,325,2061.1
26-Feb-2026,30-Mar-2026,2420.0,CE,DALBHARAT,0,0,0,17.1,0,1950,0,2061.1
26-Feb-2026,30-Mar-2026,2440.0,CE,DALBHARAT,0,0,0,5.65,0,3575,0,2061.1
26-Feb-2026,30-Mar-2026,2320.0,CE,DALBHARAT,5.2,6,5.2,6,1625,31200,0,2061.1
26-Feb-2026,30-Mar-2026,2300.0,CE,DALBHARAT,7.95,9.5,7.1,7.15,14950,83525,-3575,2061.1
26-Feb-2026,30-Mar-2026,1800.0,PE,DALBHARAT,11.4,12.6,9.15,11,35750,93600,-1625,2061.1
26-Feb-2026,30-Mar-2026,1860.0,PE,DALBHARAT,0,0,0,17.8,0,6175,0,2061.1
26-Feb-2026,30-Mar-2026,1940.0,PE,DALBHARAT,0,0,0,17.55,0,1625,0,2061.1
26-Feb-2026,30-Mar-2026,1920.0,PE,DALBHARAT,0,0,0,34.8,0,325,0,2061.1
26-Feb-2026,30-Mar-2026,1820.0,PE,DALBHARAT,0,0,0,12.6,0,650,0,2061.1
26-Feb-2026,30-Mar-2026,1760.0,PE,DALBHARAT,0,0,0,10,0,16900,0,2061.1
26-Feb-2026,30-Mar-2026,1880.0,PE,DALBHARAT,18,21.4,17.35,19.9,3250,71500,975,2061.1
26-Feb-2026,30-Mar-2026,1780.0,PE,DALBHARAT,10.2,11.15,9.25,9.8,13325,44850,0,2061.1
26-Feb-2026,30-Mar-2026,1700.0,PE,DALBHARAT,5.75,6.75,5,6.05,13975,23075,-4550,2061.1
26-Feb-2026,30-Mar-2026,1840.0,PE,DALBHARAT,0,0,0,13,0,325,0,2061.1
26-Feb-2026,30-Mar-2026,1900.0,PE,DALBHARAT,21.85,25.1,19.6,21,146900,458900,65000,2061.1
26-Feb-2026,30-Mar-2026,500.0,CE,DELHIVERY,1.5,2,1.3,1.7,647400,821700,327850,442.35
26-Feb-2026,30-Mar-2026,505.0,CE,DELHIVERY,1.2,1.35,1.2,1.35,8300,10375,8300,442.35
26-Feb-2026,30-Mar-2026,470.0,CE,DELHIVERY,4.7,6.4,4.45,5.3,307100,944125,39425,442.35
26-Feb-2026,30-Mar-2026,495.0,CE,DELHIVERY,0,0,0,4.2,0,8300,0,442.35
26-Feb-2026,30-Mar-2026,475.0,CE,DELHIVERY,3.5,5.1,3.5,4.3,60175,64325,24900,442.35
26-Feb-2026,30-Mar-2026,485.0,CE,DELHIVERY,0,0,0,9.4,0,4150,0,442.35
26-Feb-2026,30-Mar-2026,490.0,CE,DELHIVERY,2,2.85,2,2.3,290500,83000,18675,442.35
26-Feb-2026,30-Mar-2026,465.0,CE,DELHIVERY,0,0,0,4.3,0,10375,0,442.35
26-Feb-2026,30-Mar-2026,480.0,CE,DELHIVERY,3.1,4.25,2.7,3.5,344450,429525,-2075,442.35
26-Feb-2026,30-Mar-2026,410.0,PE,DELHIVERY,3.6,4.2,3.05,3.35,124500,199200,-2075,442.35
26-Feb-2026,30-Mar-2026,415.0,PE,DELHIVERY,0,0,0,5.25,0,14525,0,442.35
26-Feb-2026,30-Mar-2026,400.0,PE,DELHIVERY,2.35,2.6,1.85,2.15,286350,348600,33200,442.35
26-Feb-2026,30-Mar-2026,390.0,PE,DELHIVERY,1.4,1.4,1.25,1.35,6225,10375,2075,442.35
26-Feb-2026,30-Mar-2026,350.0,PE,DELHIVERY,0.3,0.5,0.3,0.35,68475,83000,14525,442.35
26-Feb-2026,30-Mar-2026,385.0,PE,DELHIVERY,0,0,0,1.85,0,2075,0,442.35
26-Feb-2026,30-Mar-2026,405.0,PE,DELHIVERY,2.7,2.75,2.7,2.75,8300,18675,0,442.35
26-Feb-2026,30-Mar-2026,360.0,PE,DELHIVERY,0,0,0,3.05,0,2075,0,442.35
26-Feb-2026,30-Mar-2026,420.0,PE,DELHIVERY,6.2,6.2,4.5,5.25,163925,296725,-12450,442.35
26-Feb-2026,30-Mar-2026,370.0,PE,DELHIVERY,0,0,0,0.5,0,31125,0,442.35
26-Feb-2026,30-Mar-2026,380.0,PE,DELHIVERY,0.95,0.95,0.75,0.95,22825,155625,2075,442.35
26-Feb-2026,30-Mar-2026,6850.0,CE,DIVISLAB,68,79.4,43.55,56,6200,2400,2200,6474.0
26-Feb-2026,30-Mar-2026,6800.0,CE,DIVISLAB,55.15,99.9,48.95,66.6,145000,26400,-400,6474.0
26-Feb-2026,30-Mar-2026,7050.0,CE,DIVISLAB,41.9,43,19,26.9,7600,5200,4700,6474.0
26-Feb-2026,30-Mar-2026,7300.0,CE,DIVISLAB,12.7,18.15,7.2,10.75,29300,6300,1900,6474.0
26-Feb-2026,30-Mar-2026,6900.0,CE,DIVISLAB,40,71.95,33.15,46.35,99300,27400,17500,6474.0
26-Feb-2026,30-Mar-2026,7100.0,CE,DIVISLAB,16.7,36,15.15,22.2,22000,7800,2600,6474.0
26-Feb-2026,30-Mar-2026,6950.0,CE,DIVISLAB,0,0,0,36.3,0,600,0,6474.0
26-Feb-2026,30-Mar-2026,7200.0,CE,DIVISLAB,12.1,25,10,15.2,60300,7600,2200,6474.0
26-Feb-2026,30-Mar-2026,7000.0,CE,DIVISLAB,24.3,50.95,22,31.75,251700,46900,25600,6474.0
26-Feb-2026,30-Mar-2026,7400.0,CE,DIVISLAB,7.85,12.55,4.85,7.45,41100,8600,7900,6474.0
26-Feb-2026,30-Mar-2026,5900.0,PE,DIVISLAB,27.8,31.35,17.95,22.4,21700,24600,-3700,6474.0
26-Feb-2026,30-Mar-2026,5850.0,PE,DIVISLAB,0,0,0,145.4,0,400,0,6474.0
26-Feb-2026,30-Mar-2026,5800.0,PE,DIVISLAB,18.15,19.4,12.65,14.5,12300,4200,-500,6474.0
26-Feb-2026,30-Mar-2026,5600.0,PE,DIVISLAB,9,9,4.9,6.5,69200,41400,37800,6474.0
26-Feb-2026,30-Mar-2026,6150.0,PE,DIVISLAB,57.7,78,43.6,66.65,8100,7400,-1600,6474.0
26-Feb-2026,30-Mar-2026,5500.0,PE,DIVISLAB,5.8,5.85,3.5,3.5,2900,5000,400,6474.0
26-Feb-2026,30-Mar-2026,5950.0,PE,DIVISLAB,35,35,25.8,26.3,1300,3500,400,6474.0
26-Feb-2026,30-Mar-2026,6000.0,PE,DIVISLAB,36.25,47,25.55,33,75200,41100,16300,6474.0
26-Feb-2026,30-Mar-2026,5700.0,PE,DIVISLAB,11,13.95,8.85,9.7,29600,22200,13500,6474.0
26-Feb-2026,30-Mar-2026,5450.0,PE,DIVISLAB,0,0,0,13.15,0,900,0,6474.0
26-Feb-2026,30-Mar-2026,5400.0,PE,DIVISLAB,3.25,3.85,2.3,2.3,1400,3500,600,6474.0
26-Feb-2026,30-Mar-2026,5650.0,PE,DIVISLAB,9.8,10.5,5.2,5.2,800,700,400,6474.0
26-Feb-2026,30-Mar-2026,5000.0,PE,DIVISLAB,0,0,0,4.8,0,200,0,6474.0
26-Feb-2026,30-Mar-2026,5750.0,PE,DIVISLAB,0,0,0,30.5,0,600,0,6474.0
26-Feb-2026,30-Mar-2026,5200.0,PE,DIVISLAB,2.65,4.35,1.15,4.1,3800,3500,500,6474.0
26-Feb-2026,30-Mar-2026,6050.0,PE,DIVISLAB,43.35,47.45,31.05,40.95,4300,6000,900,6474.0
26-Feb-2026,30-Mar-2026,5550.0,PE,DIVISLAB,9.05,9.05,5.15,5.15,400,2200,-200,6474.0
26-Feb-2026,30-Mar-2026,6100.0,PE,DIVISLAB,51,67.55,36.3,48.1,23900,10100,2400,6474.0
26-Feb-2026,30-Mar-2026,12100.0,CE,DIXON,79.5,79.5,46.85,50.35,3300,11600,-500,10116.0
26-Feb-2026,30-Mar-2026,12200.0,CE,DIXON,68.5,68.5,39,44.15,18400,16500,4900,10116.0
26-Feb-2026,30-Mar-2026,11600.0,CE,DIXON,141,141,86.1,92.6,23550,19050,2500,10116.0
26-Feb-2026,30-Mar-2026,11000.0,CE,DIXON,274.5,287.75,179.5,190.75,326650,202700,34400,10116.0
26-Feb-2026,30-Mar-2026,13400.0,CE,DIXON,18.6,18.6,10.95,12.7,6600,6800,-1100,10116.0
26-Feb-2026,30-Mar-2026,11300.0,CE,DIXON,195.2,202.75,124.5,133.15,36000,24650,-150,10116.0
26-Feb-2026,30-Mar-2026,12500.0,CE,DIXON,49.5,49.55,28.75,31.4,57800,65450,10250,10116.0
26-Feb-2026,30-Mar-2026,12000.0,CE,DIXON,90,92.85,53.05,58.2,243850,343300,-17700,10116.0
26-Feb-2026,30-Mar-2026,12400.0,CE,DIXON,50,50,32.9,35.1,4250,5450,-200,10116.0
26-Feb-2026,30-Mar-2026,11800.0,CE,DIXON,108.75,114,66.5,72.45,32400,32100,-1550,10116.0
26-Feb-2026,30-Mar-2026,11500.0,CE,DIXON,155,161.65,97,103.85,176200,139600,9850,10116.0
26-Feb-2026,30-Mar-2026,12900.0,CE,DIXON,41.75,41.75,18,24,1600,2600,-200,10116.0
26-Feb-2026,30-Mar-2026,13800.0,CE,DIXON,10,10.3,9,9,1950,2550,0,10116.0
26-Feb-2026,30-Mar-2026,12700.0,CE,DIXON,26.45,31,23.5,26.2,750,5150,-250,10116.0
26-Feb-2026,30-Mar-2026,13100.0,CE,DIXON,0,0,0,113,0,600,0,10116.0
26-Feb-2026,30-Mar-2026,13200.0,CE,DIXON,20,20,13,14.45,550,6700,50,10116.0
26-Feb-2026,30-Mar-2026,11900.0,CE,DIXON,100.45,100.45,58.05,63.55,6150,14850,250,10116.0
26-Feb-2026,30-Mar-2026,11100.0,CE,DIXON,250,256.3,158.4,169.05,32800,20900,1000,10116.0
26-Feb-2026,30-Mar-2026,11700.0,CE,DIXON,120.05,125,76,81.75,26350,32800,4300,10116.0
26-Feb-2026,30-Mar-2026,13000.0,CE,DIXON,26.05,27.4,16.6,18.35,53300,72900,11350,10116.0
26-Feb-2026,30-Mar-2026,11200.0,CE,DIXON,219.05,226.25,140.5,149.95,46700,34550,750,10116.0
26-Feb-2026,30-Mar-2026,10900.0,CE,DIXON,282.9,323.2,203.8,214.45,36200,23350,3700,10116.0
26-Feb-2026,30-Mar-2026,10800.0,CE,DIXON,338.85,356.25,228,240.55,75000,42900,15950,10116.0
26-Feb-2026,30-Mar-2026,14000.0,CE,DIXON,11.35,11.85,8.35,9.2,18200,47200,4000,10116.0
26-Feb-2026,30-Mar-2026,12600.0,CE,DIXON,30,30,25.9,26.35,900,2200,150,10116.0
26-Feb-2026,30-Mar-2026,11400.0,CE,DIXON,167.95,182.45,109.45,117.6,31850,20600,1800,10116.0
26-Feb-2026,30-Mar-2026,13600.0,CE,DIXON,15,15.05,10.25,11.6,8300,5800,750,10116.0
26-Feb-2026,30-Mar-2026,12300.0,CE,DIXON,58.15,58.15,36.85,36.85,2800,5050,-150,10116.0
26-Feb-2026,30-Mar-2026,10700.0,CE,DIXON,375.85,394.45,257.35,270.95,71900,46050,8950,10116.0
26-Feb-2026,30-Mar-2026,12800.0,CE,DIXON,34.05,34.05,20.1,23.4,900,2750,500,10116.0
26-Feb-2026,30-Mar-2026,9000.0,PE,DIXON,82.45,109.95,66.9,102.25,126750,101300,26550,10116.0
26-Feb-2026,30-Mar-2026,9200.0,PE,DIXON,102.55,147.25,92.5,133.05,21850,20850,8100,10116.0
26-Feb-2026,30-Mar-2026,9600.0,PE,DIXON,170.05,250.3,159,233.9,13600,14000,2250,10116.0
26-Feb-2026,30-Mar-2026,8400.0,PE,DIXON,34.75,42.35,29.95,38.35,8500,7650,2550,10116.0
26-Feb-2026,30-Mar-2026,9500.0,PE,DIXON,159.95,220.75,139.8,205.05,128100,77100,25750,10116.0
26-Feb-2026,30-Mar-2026,8800.0,PE,DIXON,55,81,51.2,73.6,25150,10550,3150,10116.0
26-Feb-2026,30-Mar-2026,9300.0,PE,DIXON,110,165.05,110,158.2,7900,11700,4000,10116.0
26-Feb-2026,30-Mar-2026,9100.0,PE,DIXON,84.9,127.5,80,114.85,8400,8350,2700,10116.0
26-Feb-2026,30-Mar-2026,8600.0,PE,DIXON,39,58.25,38.6,52.6,31250,25900,5250,10116.0
26-Feb-2026,30-Mar-2026,8200.0,PE,DIXON,26.55,30.95,22.7,27,30450,25900,-700,10116.0
26-Feb-2026,30-Mar-2026,9400.0,PE,DIXON,126.05,191.55,124.9,179.85,8750,10900,200,10116.0
26-Feb-2026,30-Mar-2026,840.0,CE,DLF,0.2,0.2,0.1,0.2,172425,99825,-28050,610.8
26-Feb-2026,30-Mar-2026,700.0,CE,DLF,2.25,2.35,1.85,2,376200,1370325,-89925,610.8
26-Feb-2026,30-Mar-2026,780.0,CE,DLF,0.3,0.3,0.3,0.3,825,20625,-825,610.8
26-Feb-2026,30-Mar-2026,680.0,CE,DLF,3.45,3.9,3,3.35,361350,376200,9900,610.8
26-Feb-2026,30-Mar-2026,760.0,CE,DLF,0.8,0.85,0.5,0.5,12375,43725,3300,610.8
26-Feb-2026,30-Mar-2026,670.0,CE,DLF,4.6,5.15,4.05,4.35,282975,456225,-18975,610.8
26-Feb-2026,30-Mar-2026,720.0,CE,DLF,1.25,1.4,1.2,1.3,9900,589050,-1650,610.8
26-Feb-2026,30-Mar-2026,750.0,CE,DLF,0,0,0,0.75,0,118800,0,610.8
26-Feb-2026,30-Mar-2026,650.0,CE,DLF,8.05,9.35,7.1,7.95,969375,1074975,51975,610.8
26-Feb-2026,30-Mar-2026,690.0,CE,DLF,2.7,3,2.35,2.5,166650,182325,825,610.8
26-Feb-2026,30-Mar-2026,710.0,CE,DLF,1.65,1.8,1.45,1.55,37125,148500,13200,610.8
26-Feb-2026,30-Mar-2026,660.0,CE,DLF,6.05,6.95,5.35,5.95,523050,747450,3300,610.8
26-Feb-2026,30-Mar-2026,730.0,CE,DLF,1,1,1,1,825,55275,825,610.8
26-Feb-2026,30-Mar-2026,740.0,CE,DLF,1.05,1.05,0.75,0.75,11550,62700,-825,610.8
26-Feb-2026,30-Mar-2026,520.0,PE,DLF,2.5,2.65,2,2.15,98175,117975,9075,610.8
26-Feb-2026,30-Mar-2026,580.0,PE,DLF,10.15,11.2,8.3,9.5,414150,696300,18975,610.8
26-Feb-2026,30-Mar-2026,570.0,PE,DLF,7.8,8.95,6.65,7.5,75900,157575,-3300,610.8
26-Feb-2026,30-Mar-2026,560.0,PE,DLF,6.15,7,5.15,5.95,134475,262350,-8250,610.8
26-Feb-2026,30-Mar-2026,530.0,PE,DLF,3.1,3.3,2.6,2.8,83325,126225,-4125,610.8
26-Feb-2026,30-Mar-2026,540.0,PE,DLF,3.9,4.35,3.3,3.65,136125,574200,-4950,610.8
26-Feb-2026,30-Mar-2026,550.0,PE,DLF,5,5.6,4.15,4.65,148500,450450,36300,610.8
26-Feb-2026,30-Mar-2026,510.0,PE,DLF,1.65,2.05,1.6,1.8,51975,145200,9900,610.8
26-Feb-2026,30-Mar-2026,4100.0,CE,DMART,33.05,33.85,20.7,24.8,171450,64350,-9150,3865.6
26-Feb-2026,30-Mar-2026,4500.0,CE,DMART,4.45,4.45,3.25,3.3,9300,14700,6000,3865.6
26-Feb-2026,30-Mar-2026,4400.0,CE,DMART,6.4,6.4,4.45,4.45,3450,11250,150,3865.6
26-Feb-2026,30-Mar-2026,4350.0,CE,DMART,7.65,7.65,6,6,3300,3900,450,3865.6
26-Feb-2026,30-Mar-2026,4250.0,CE,DMART,12.55,12.6,10,10.4,6000,8250,750,3865.6
26-Feb-2026,30-Mar-2026,4300.0,CE,DMART,10.6,10.65,7.5,8.2,58200,62400,18150,3865.6
26-Feb-2026,30-Mar-2026,4150.0,CE,DMART,25.9,25.9,15.95,18.35,19200,12900,3150,3865.6
26-Feb-2026,30-Mar-2026,4200.0,CE,DMART,19.35,19.35,12,13.95,71400,63450,4050,3865.6
26-Feb-2026,30-Mar-2026,3600.0,PE,DMART,25.45,40.5,25.45,32.05,46950,131250,-150,3865.6
26-Feb-2026,30-Mar-2026,3550.0,PE,DMART,21.25,30.5,20.55,24.6,14100,10050,-2400,3865.6
26-Feb-2026,30-Mar-2026,3300.0,PE,DMART,6.5,9,6.5,6.75,9150,9900,3900,3865.6
26-Feb-2026,30-Mar-2026,3100.0,PE,DMART,0,0,0,3.6,0,300,0,3865.6
26-Feb-2026,30-Mar-2026,3350.0,PE,DMART,10,11,8.7,9,2400,2400,1050,3865.6
26-Feb-2026,30-Mar-2026,3650.0,PE,DMART,32.85,50,32.5,39.9,129000,84000,40350,3865.6
26-Feb-2026,30-Mar-2026,3400.0,PE,DMART,9.6,14.4,9.6,12.25,9900,14700,4050,3865.6
26-Feb-2026,30-Mar-2026,3450.0,PE,DMART,18.5,18.5,14.75,15.4,5400,4800,3900,3865.6
26-Feb-2026,30-Mar-2026,3250.0,PE,DMART,0,0,0,3.25,0,600,0,3865.6
26-Feb-2026,30-Mar-2026,3200.0,PE,DMART,4,4,4,4,150,450,0,3865.6
26-Feb-2026,30-Mar-2026,3500.0,PE,DMART,15.95,23.25,15.8,19.35,30450,31800,3600,3865.6
26-Feb-2026,30-Mar-2026,1440.0,CE,DRREDDY,3.3,5.25,3.3,4.2,93750,69375,8750,1319.3
26-Feb-2026,30-Mar-2026,1480.0,CE,DRREDDY,1.7,2.45,1.55,1.95,53750,30000,5000,1319.3
26-Feb-2026,30-Mar-2026,1460.0,CE,DRREDDY,2.4,3.55,2.4,2.9,121875,76875,19375,1319.3
26-Feb-2026,30-Mar-2026,1430.0,CE,DRREDDY,5.3,6.1,4.55,5.1,28750,18750,6250,1319.3
26-Feb-2026,30-Mar-2026,1410.0,CE,DRREDDY,7.2,9,7.2,7.55,23750,40000,8125,1319.3
26-Feb-2026,30-Mar-2026,1420.0,CE,DRREDDY,4.95,7.6,4.95,6.4,63125,41875,625,1319.3
26-Feb-2026,30-Mar-2026,1400.0,CE,DRREDDY,7,11.5,7,9.25,705000,301250,85625,1319.3
26-Feb-2026,30-Mar-2026,1390.0,CE,DRREDDY,11.95,13.45,9.9,11.4,31875,57500,6250,1319.3
26-Feb-2026,30-Mar-2026,1500.0,CE,DRREDDY,0,0,0,7.15,0,0,0,1319.3
26-Feb-2026,30-Mar-2026,1060.0,PE,DRREDDY,0,0,0,0.6,0,7500,0,1319.3
26-Feb-2026,30-Mar-2026,1000.0,PE,DRREDDY,0.3,0.3,0.3,0.3,625,3125,625,1319.3
26-Feb-2026,30-Mar-2026,1250.0,PE,DRREDDY,14,14,9.7,10.6,178750,144375,8750,1319.3
26-Feb-2026,30-Mar-2026,1100.0,PE,DRREDDY,0.75,0.75,0.4,0.45,64375,166250,0,1319.3
26-Feb-2026,30-Mar-2026,1180.0,PE,DRREDDY,3.5,3.8,2.75,2.95,70000,78750,17500,1319.3
